review_bucket,sample_row_id,prompt_version,model,cache_key,context_id,citing_paper_id,resolved_cited_title,resolved_cited_authors,normalized_section,raw_section_name,citation_marker,sentence_text,context_window_s3,object_names,object_types,generic_metric_names,cited_title_profile_object_names,primary_candidate_intent,candidate_intents,primary_candidate_object_type,candidate_relation_subtypes,evidence_span,confidence,should_send_to_llm,llm_priority,llm_reason,cited_work_description,matched_rules,phase1_reason,has_object_mention,has_graph_candidate_object
intent_uses,phase1_llm_review_0011,phase1_llm_review_v1,gpt-4o-mini,801f650fb54fa5dde889187580023224d60e831b3a6b8db40418f115db10acc0,ctxr_4c7aa6fa75d59fbf5491,D19-1602,{O}pen{KE}: An Open Toolkit for Knowledge Embedding,"Han, Xu and Cao, Shulin and Lv, Xin and Lin, Yankai and Liu, Zhiyuan and Sun, Maosong and Li, Juanzi",implementation,Implementation Details,"(Han et al., 2018)","We employ the open-source framework OpenKE (Han et al., 2018) to obtain the embedding of entities and relations with the BILINEAR model (Yang et al., 2015) .","Our model is implemented with pytorch 2 , and uses the framework 3 for BERT model. We employ the open-source framework OpenKE (Han et al., 2018) to obtain the embedding of entities and relations with the BILINEAR model (Yang et al., 2015) . The size of embedding of entities and relations is 100.",BERT,model,,,uses,uses,model,direct_use,We employ,0.9,True,high,graph_object_with_current_use_compare_or_extend,False,current_paper_use_cue,primary=uses|confidence=0.90|object=true|graph_object=true|llm_reasons=graph_object_with_current_use_compare_or_extend,True,True
intent_uses,phase1_llm_review_0012,phase1_llm_review_v1,gpt-4o-mini,0edc5ede8e89911a64c827ac43a88532cc3fe91f67e2cf7eabda26212e5f53fd,ctxr_e2d72636f7c562b036ea,2020.tacl-1.6,Character-based Joint Segmentation and {POS} Tagging for {C}hinese using Bidirectional {RNN}-{CRF},"Shao, Yan and Hardmeier, Christian and Tiedemann, J{\""o}rg and Nivre, Joakim",experiment,Experimental Settings,Shao et al. (2017),"Pre-trained Embedding Based on Shao et al. (2017) ; , n-grams are of great benefit to CWS and POS tagging tasks.","Pre-trained Embedding Based on Shao et al. (2017) ; , n-grams are of great benefit to CWS and POS tagging tasks. Thus we use unigram, bigram, and trigram embeddings for all of our character-based models.",,,,CRF,uses,uses,method,direct_use,we use,0.65,True,medium,current_paper_use_without_object_evidence,False,current_paper_use_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0013,phase1_llm_review_v1,gpt-4o-mini,b06fa4fb301eea608e01ac9768516ee1f9df3ab007f36d1e4aaa225012b0cd41,ctxr_ceb1e87bc6746263be6a,2021.acl-long.507,Filtering and Mining Parallel Data in a Joint Multilingual Space,"Schwenk, Holger",related_work,Related work,"(Schwenk, 2018; Artetxe and Schwenk, 2018a,b; Kvapilíková et al., 2020)","In contrast, we use massively multilingual sentence embeddings trained on almost 100 languages, and then conduct margin-based mining in the multilingual embedding space (Schwenk, 2018; Artetxe and Schwenk, 2018a,b; Kvapilíková et al., 2020) .","Later, work aligned based on text with techniques such as Jaccard similarity (Etchegoyhen and Azpeitia, 2016; Azpeitia et al., 2017 Azpeitia et al., , 2018 , crosslingual document retrieval (Utiyama and Isahara, 2003; Munteanu and Marcu, 2005) , language models (Buck and Koehn, 2016) , translation (Abdul-Rauf and Schwenk, 2009; Bouamor and Sajjad, 2018) , or bag-of-words (Buck and Koehn, 2016) . In contrast, we use massively multilingual sentence embeddings trained on almost 100 languages, and then conduct margin-based mining in the multilingual embedding space (Schwenk, 2018; Artetxe and Schwenk, 2018a,b; Kvapilíková et al., 2020) . Previous work such as España-Bonet et al.",,,,,uses,background;uses,unknown,direct_use;evaluate_on,we use,0.65,True,medium,current_paper_use_without_object_evidence,False,background_cue;current_paper_use_cue;explicit_evaluation_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0014,phase1_llm_review_v1,gpt-4o-mini,8b2a4d55b5e04b53ac748128edc610f582f76b7cf287ebc39665acbab5a29069,ctxr_cb4c12a9b710601e9739,D11-1123,Extracting Aspect-Evaluation and Aspect-Of Relations in Opinion Mining,"Kobayashi, Nozomi and Inui, Kentaro and Matsumoto, Yuji",results,Results,"(Wu et al., 2009; Kobayashi et al., 2007)","Those kinds of methods were used in previous opinion mining works (Wu et al., 2009; Kobayashi et al., 2007) .","An alternative method to extract relations is directly using a classifier to judge whether there is a relation between any two elements. Those kinds of methods were used in previous opinion mining works (Wu et al., 2009; Kobayashi et al., 2007) . To show the entire structural information is important for mining relations, we use SVM for binary classification on candidate pairs.",,,,,uses,uses,unknown,direct_use,we use,0.65,True,medium,current_paper_use_without_object_evidence,False,current_paper_use_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0015,phase1_llm_review_v1,gpt-4o-mini,b6a79fe5694e554c36a682d7915dfb83b7668a06c564f2cefa0f6e977d93d2c7,ctxr_d75d55b48bbd898d33d4,2022.naacl-industry.28,Improved Multilingual Language Model Pretraining for Social Media Text via Translation Pair Prediction,"Mishra, Shubhanshu and Haghighi, Aria",unknown,Tweet Feature Encoder,"(Mishra et al., 2021)","5 • Entity Features: Noting that mentions of named entities provide strong topical cues, we extract such mentions in the Tweet text using an off-the-shelf Twitter NER model (Mishra et al., 2021) and link each extracted named entity to their entry in WIKIDATA where available.","The media annotations themselves are predicted by a media-annotations classifier that learns to assign each media to zero or more categories from a set of pre-defined categories. 5 • Entity Features: Noting that mentions of named entities provide strong topical cues, we extract such mentions in the Tweet text using an off-the-shelf Twitter NER model (Mishra et al., 2021) and link each extracted named entity to their entry in WIKIDATA where available. We use the WIKIDATA descriptions of each linked entity as addi-tional inputs to the Tweet feature encoder.",,,,,uses,uses,unknown,direct_use,We use,0.65,True,medium,current_paper_use_without_object_evidence,False,current_paper_use_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0016,phase1_llm_review_v1,gpt-4o-mini,2d1dff152bbdc410209fab5e62555bc2bdd7ef32ccd1df0923302100860af33b,ctxr_cd0d74263b5337762160,D19-5617,{B}leu: a Method for Automatic Evaluation of Machine Translation,"Papineni, Kishore and Roukos, Salim and Ward, Todd and Zhu, Wei-Jing",method,Evaluation methodology,"(Papineni et al., 2002)","During our work, we used BLEU (Papineni et al., 2002) on news-valid (concatenation of news-test 2012 and 2013) to ensure that our models stayed good on a more general domain, and on 4SQ-valid to measure performance on the 4SQ domain.","During our work, we used BLEU (Papineni et al., 2002) on news-valid (concatenation of news-test 2012 and 2013) to ensure that our models stayed good on a more general domain, and on 4SQ-valid to measure performance on the 4SQ domain.",BLEU,metric,,,uses,uses,metric,direct_use,we used,0.9,True,high,graph_object_with_current_use_compare_or_extend,False,current_paper_use_cue,primary=uses|confidence=0.90|object=true|graph_object=true|llm_reasons=graph_object_with_current_use_compare_or_extend,True,True
intent_uses,phase1_llm_review_0017,phase1_llm_review_v1,gpt-4o-mini,e68b9562cc5a762fa41cf6a46ea2bed711995960ea0b10ad96fcb658f7df7a1d,ctxr_75d132d8be03e8e8a08c,W15-4301,"Part-of-Speech Tagging for {T}witter: Annotation, Features, and Experiments","Gimpel, Kevin and Schneider, Nathan and O{'}Connor, Brendan and Das, Dipanjan and Mills, Daniel and Eisenstein, Jacob and Heilman, Michael and Yogatama, Dani and Flanigan, Jeffrey and Smith, Noah A.",unknown,New Irish Twitter POS tagset,Gimpel et al. (2011),"We were also inspired by the English-tweet POS tagset defined by Gimpel et al. (2011) , and have aimed to stay closely aligned to it in order to facilitate any future work on cross-lingual studies.","We used this as the basis for our Irish Twitter POS tagset. We were also inspired by the English-tweet POS tagset defined by Gimpel et al. (2011) , and have aimed to stay closely aligned to it in order to facilitate any future work on cross-lingual studies.",,,,,uses,background;uses,unknown,direct_use,We used,0.65,True,medium,current_paper_use_without_object_evidence,True,cited_work_description;current_paper_use_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0018,phase1_llm_review_v1,gpt-4o-mini,c6ba56ca81f267655e0e675dcf34a42f242d978c7393d64b14558a2e077c2aaa,ctxr_01db04650958b8dba98e,2020.acl-main.495,{LXMERT}: Learning Cross-Modality Encoder Representations from Transformers,"Tan, Hao and Bansal, Mohit",experiment,C Details about Experiments,"(Tan and Bansal, 2019)","Visual Reasoning We use the published pretrained weights and the same training configuration of LXMERT (Tan and Bansal, 2019) , with 36 bounding boxes proposed per image.","Visual Reasoning We use the published pretrained weights and the same training configuration of LXMERT (Tan and Bansal, 2019) , with 36 bounding boxes proposed per image. Due to memory constraints, we restrict training data to examples having a gold program with at most 13 modules.",,,,Transformer,uses,background;uses,model,direct_use,We use,0.65,True,medium,cited_work_description_with_high_value_object;current_paper_use_without_object_evidence,True,cited_work_description;background_cue;current_paper_use_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=cited_work_description_with_high_value_object;current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0019,phase1_llm_review_v1,gpt-4o-mini,633caff5139fbd3274a4785039b5cb47f7b39896b4c9523aab6423d0da28a1e4,ctxr_1cca63de84693dd1d3ca,2020.ccl-1.90,Neural Machine Translation of Rare Words with Subword Units,"Sennrich, Rico and Haddow, Barry and Birch, Alexandra",experiment,Experiments 4.1 Experimental Setup,"(Sennrich et al., 2016)","Then, we employ byte pair encoding (BPE) (Sennrich et al., 2016) with 50,000 operations to alleviate Out-of-Vocabulary problem.","For Chinese corpora, we use jieba 1 for segmentation. Then, we employ byte pair encoding (BPE) (Sennrich et al., 2016) with 50,000 operations to alleviate Out-of-Vocabulary problem. To accelerate training and save cost, we discard sentences with more than 50 tokens.",,,,,uses,uses,unknown,direct_use,we employ,0.65,True,medium,current_paper_use_without_object_evidence,False,current_paper_use_cue;dataset_context_feature,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
intent_uses,phase1_llm_review_0020,phase1_llm_review_v1,gpt-4o-mini,c982587d6cfc50b5a14a6737bbaef40c43b4c0de3ebeac51fd237b04ab879c00,ctxr_a36748e0f2bcac250fe5,2013.mtsummit-papers.17,{B}leu: a Method for Automatic Evaluation of Machine Translation,"Papineni, Kishore and Roukos, Salim and Ward, Todd and Zhu, Wei-Jing",evaluation,Automatic Metrics,"(Papineni et al., 2002)","We also evaluated the performances of the MT systems using a set of state-of-the-art automatic evaluation metrics: BLEU (Papineni et al., 2002) , NIST (Doddington, 2002) , METEOR (Banerjee and Lavie, 2005) and TER (Snover et al., 2006) .","We also evaluated the performances of the MT systems using a set of state-of-the-art automatic evaluation metrics: BLEU (Papineni et al., 2002) , NIST (Doddington, 2002) , METEOR (Banerjee and Lavie, 2005) and TER (Snover et al., 2006) . Table 5 : System level evaluation results",BLEU;METEOR,metric,,,uses,uses,metric,direct_use,using,0.65,True,medium,object_mention_with_weak_cue,False,weak_use_cue_with_graph_object_in_high_value_section,primary=uses|confidence=0.65|object=true|graph_object=true|llm_reasons=object_mention_with_weak_cue,True,True
intent_uses,phase1_llm_review_0021,phase1_llm_review_v1,gpt-4o-mini,c437a364309ba4923e94359538067cb9e9f13f8f69d6a888423fe2038c77ac42,ctxr_9e2d17ceb63a0ae1524d,D15-1170,Lexical Generalization in {CCG} Grammar Induction for Semantic Parsing,"Kwiatkowski, Tom and Zettlemoyer, Luke and Goldwater, Sharon and Steedman, Mark",conclusion,Conclusion and Future Work,"(Kwiatkowski et al., 2011; Wang et al., 2014)","Such an extension share a similar spirit as generalization of a CCG lexicon for CCG-based semantic parser (Kwiatkowski et al., 2011; Wang et al., 2014) .","The performance improvement is contributed from the extension of translation rules with informative symbols and increased coverage. Such an extension share a similar spirit as generalization of a CCG lexicon for CCG-based semantic parser (Kwiatkowski et al., 2011; Wang et al., 2014) . Experiments on benchmark data have shown that our model is competitive to previous work and achieves state-of-the-art performance across a few different languages.",,,,,uses,background;uses,unknown,evaluate_on,Experiments on,0.65,False,none,no_priority_rule,False,background_cue;explicit_evaluation_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=no_priority_rule,False,False
intent_uses,phase1_llm_review_0022,phase1_llm_review_v1,gpt-4o-mini,73304bbe13c00faaf2fba363f812a2140cd71c0aa5172be1cb134f3512f35408,ctxr_2c26ef45e30db838cbd0,2020.acl-main.658,{G}lo{V}e: Global Vectors for Word Representation,"Pennington, Jeffrey and Socher, Richard and Manning, Christopher",unknown,Deep multilingual pretraining,"(Mikolov et al., 2013b; Pennington et al., 2014)","Following the success in learning shallow word embeddings (Mikolov et al., 2013b; Pennington et al., 2014) , there has been an increasing interest in learning contextual word representations (Dai and Le, 2015; Peters et al., 2018; Howard and Ruder, 2018) .","Following the success in learning shallow word embeddings (Mikolov et al., 2013b; Pennington et al., 2014) , there has been an increasing interest in learning contextual word representations (Dai and Le, 2015; Peters et al., 2018; Howard and Ruder, 2018) . Recent research has been dominated by BERT (Devlin et al., 2019) , which uses a bidirectional transformer encoder trained on masked language modeling and next sentence prediction, which led to impressive gains on various downstream tasks.",BERT;Transformer,model,,GloVe,uses,uses,model,evaluate_on,trained on,0.65,True,medium,object_mention_with_weak_cue;object_mention_with_evaluation_cue,False,weak_use_context_feature;explicit_evaluation_cue,primary=uses|confidence=0.65|object=true|graph_object=true|llm_reasons=object_mention_with_weak_cue;object_mention_with_evaluation_cue,True,True
intent_uses,phase1_llm_review_0023,phase1_llm_review_v1,gpt-4o-mini,4c9e10b70a70ddb48ec05fba00022957f4389afd2c2b9be375846d62c548c2b2,ctxr_746e3ceb170fb184fbbf,J10-3005,Supervised and Unsupervised Learning for Sentence Compression,"Turner, Jenine and Charniak, Eugene",related_work,Related Work,(Turner and Charniak 2005),Relatively few approaches dispense with the parallel corpus and generate compressions in an unsupervised manner using either a scoring function (Hori and Furui 2004; Clarke and Lapata 2008) or compression rules that are approximated from a non-parallel corpus such as the Penn Treebank (Turner and Charniak 2005) .,These models are trained on a parallel corpus and learn either which constituents to delete or which words to place adjacently in the compression output. Relatively few approaches dispense with the parallel corpus and generate compressions in an unsupervised manner using either a scoring function (Hori and Furui 2004; Clarke and Lapata 2008) or compression rules that are approximated from a non-parallel corpus such as the Penn Treebank (Turner and Charniak 2005) .,Penn Treebank,dataset_or_database,,,uses,uses,dataset_or_database,evaluate_on,trained on,0.65,True,medium,object_mention_with_weak_cue;object_mention_with_evaluation_cue,False,weak_use_context_feature;explicit_evaluation_cue,primary=uses|confidence=0.65|object=true|graph_object=true|llm_reasons=object_mention_with_weak_cue;object_mention_with_evaluation_cue,True,True
intent_uses,phase1_llm_review_0024,phase1_llm_review_v1,gpt-4o-mini,1bf346004fa1737faaba9388173ec5ed29de0547c7d4bbd55ae5989d528edd8f,ctxr_8341e4c5f6b29746243f,S17-2137,Learning Semantic Representations of Users and Products for Document Level Sentiment Classification,"Tang, Duyu and Qin, Bing and Liu, Ting",unknown,Domain-Specific Features,"(Tang et al., 2015; Chen et al., 2016)","Recently, several studies using tweet metadata are reported to have good performance on sentiment classification (Tang et al., 2015; Chen et al., 2016) .","Recently, several studies using tweet metadata are reported to have good performance on sentiment classification (Tang et al., 2015; Chen et al., 2016) . Inspired by them, the second tweet domain-specific features we used are extracted from tweet metadata information.",,,,,uses,background;uses,unknown,direct_use,we used,0.65,True,medium,current_paper_use_without_object_evidence,False,background_cue;current_paper_use_cue,primary=uses|confidence=0.65|object=false|graph_object=false|llm_reasons=current_paper_use_without_object_evidence,False,False
